State,County,,State_name,FIPS,group,long,lat,Age.Adjusted.Rate,FFRPTH14,FSRPTH14,RECFACPTH14,POVRATE15,Pov_num,Age.poverty,Age.Black,Age.b.p,PCT_NHWHITE10,black_num,PCT_NHBLACK10,PCT_HISP10,PCT_NHASIAN10,PCT_NHNA10,PCT_NHPI10,PCTHIGSD,Population.Estimate..2015,Population.Estimate..2016
CT,Litchfield,,Connecticut,9005,280,-73.32714081,41.4821434,150,0.518938554,1.070310769,0.102706589,7.4,13599.424,20.399136,3.201834306,23.60097031,91.29981519,2134.556204,1.161498892,4.493831841,1.514792526,0.149531136,0.021587241,34,"183,776","182,571"
CT,Middlesex,,Connecticut,9007,281,-72.5307312,41.25868988,131.7,0.642646247,1.067035279,0.13337941,6.7,10959.659,14.4338709,9.435082183,23.86895309,86.39996137,7164.071513,4.379632536,4.728506241,2.539293561,0.126753422,0.031990149,40.9,"163,577","163,329"
CT,Tolland,,Connecticut,9013,284,-72.22705841,41.70560074,154.1,0.442632806,0.627613681,0.105703357,7.1,10769.564,16.59589812,7.196465094,23.79236322,87.48976691,4669.996816,3.078766921,4.323764989,3.329600304,0.142772004,0.018992606,38.9,"151,684","151,118"
CT,Windham,,Connecticut,9015,285,-72.22705841,41.70560074,168.2,0.529923588,0.700866681,0.094018701,10.9,12711.035,21.37996087,3.304219677,24.68418055,85.40041206,1964.458785,1.684567839,9.584726585,1.148377073,0.368156179,0.032087006,23.9,"116,615","116,192"
DE,Delaware,,Indiana,18035,680,-85.59416199,40.07839966,182.6,0.657703675,0.597912431,0.11104088,23,26684.37,48.72565962,14.49473479,63.22039441,88.14491251,7937.97086,6.841957662,1.774438902,0.958604924,0.2167059,0.047590315,30.5,"116,019","115,603"
DE,Kent,,Delaware,10001,286,-75.76793671,39.23615265,171.6,0.511666579,0.505852187,0.093030287,14.2,24641.686,42.28513318,69.37192244,111.6570556,65.23997289,40426.52823,23.29616167,5.758117183,2.012198879,0.564352166,0.045591769,23.1,"173,533","174,827"
DE,Sussex,,Delaware,10005,288,-75.7220993,38.6517334,174.5,0.673467742,1.380134599,0.142281917,12.3,26491.248,46.22722776,46.78992117,93.01714893,75.59156966,26813.70841,12.44971975,8.599761597,0.968830049,0.468690558,0.031448934,23.9,"215,376","220,251"
FL,Alachua,,Florida,12001,290,-82.66062164,29.81672287,121.3,0.752788829,0.752788829,0.128715188,21.1,54733.822,66.39212609,62.87087856,129.2630046,63.66481224,51830.89741,19.98091665,8.390206036,5.295630236,0.243797911,0.049325614,41.5,"259,402","263,496"
FL,Baker,,Florida,12003,291,-82.04182434,30.26362991,241,0.590558447,0.479828738,0.110729709,16.8,4607.232,11.10342912,8.899181553,20.00261067,82.43776507,3692.606453,13.46487184,1.917757699,0.475751429,0.265535681,0.018439978,12.8,"27,424","27,937"
FL,Bay,,Florida,12005,292,-85.40509033,30.21779442,197.7,0.75984021,1.06712853,0.100567087,16.5,30021.255,59.35202114,38.01347513,97.36549626,79.23506977,19227.85793,10.56783455,4.801246062,1.953189776,0.611778362,0.082912847,22.5,"181,947","183,974"
FL,Bradford,,Florida,12007,293,-82.42570496,29.91412544,147.6,0.599206052,0.411954161,0.0374504,21.3,5737.155,8.46804078,8.052971901,16.52101268,73.86395512,5455.943023,20.25596073,3.576437588,0.522440393,0.298036466,0.038569425,11.8,"26,935","26,926"
FL,Brevard,,Florida,12009,294,-80.94747162,28.59632301,167,0.615926089,0.861937384,0.08080663,13.4,76103.156,127.0922705,91.94644052,219.038711,77.56433851,55057.74881,9.694392097,8.087033656,2.042416301,0.314515179,0.070853332,27.7,"567,934","579,130"
FL,Broward,,Florida,12011,295,-80.8901825,25.97217751,140.6,0.687981982,0.790162821,0.097901013,14,264219.34,371.492392,682.5975693,1054.089961,43.52335667,485489.0251,25.72425755,25.07039208,3.185920898,0.194157429,0.043591031,31,"1,887,281","1,909,632"
FL,Calhoun,,Alabama,1015,8,-85.74313354,33.96493912,321.5,0.888574485,0.66427413,0.0603886,20,23057,74.128255,75.57428488,149.7025399,73.61350066,23506.77601,20.3901427,3.283237189,0.699996627,0.404817326,0.079276726,10.5,"115,285","114,611"
FL,Charlotte,,Florida,12015,297,-82.05329132,27.03214836,134.2,0.439236915,0.747889882,0.077163242,12.4,21476.056,28.82086715,12.52659723,41.34746439,86.02932903,9334.275138,5.389491055,5.758916851,1.177661929,0.21752991,0.030629212,21.6,"173,194","178,465"
FL,Citrus,,Florida,12017,298,-82.73510742,29.00885201,204.9,0.337214892,0.60985672,0.0573983,17.5,24670.45,50.54975205,7.704264633,58.25401668,89.60109321,3760.012022,2.667167011,4.661700983,1.401200827,0.295958537,0.023365148,17.8,"140,974","143,621"
FL,Clay,,Alabama,1027,14,-86.01242065,33.09404373,276.9,0.295159386,0.442739079,0,18.4,2483.08,6.87564852,5.493034557,12.36868308,80.2899799,1983.761126,14.69997129,2.863910422,0.165087568,0.39477462,0,23.9,"13,495","13,492"
FL,Collier,,Florida,12021,300,-80.88445282,26.2471962,87.2,0.530424885,1.161200423,0.094616331,13.6,48493.52,42.28634944,19.24255423,61.52890367,65.67429709,22067.14935,6.188728539,25.86993033,1.054366758,0.189412789,0.02239363,33.9,"356,570","365,136"
FL,Columbia,,Arkansas,5027,95,-92.99105072,33.01955795,208.1,0.919232858,0.334266494,0.083566623,23.8,5745.32,11.95601092,18.42699055,30.38300147,59.24160964,8854.872922,36.68132942,2.170902574,0.696480938,0.252525253,0.012218964,15.9,"24,140","23,901"
FL,Dixie,,Florida,12029,304,-83.41120148,29.67348289,176.8,0.502923241,0.251461621,0,29.3,4742.791,8.385254488,2.377042518,10.76229701,86.5911582,1344.481062,8.305931068,3.117768847,0.292290829,0.383631714,0.012178785,6.4,"16,187","16,300"
FL,Duval,,Florida,12031,305,-82.04182434,30.26362991,169.7,0.823216717,0.77531642,0.08911683,16,145932.96,247.6482331,447.8357581,695.4839912,56.55986661,263898.5021,28.9336695,7.56690961,4.09377701,0.325826745,0.079605398,28.1,"912,081","926,255"
FL,Escambia,,Alabama,1053,27,-86.70569611,31.00847435,231.4,0.715554024,0.530040018,0.053004,24.4,9229.788,21.35772943,27.78152529,49.13925473,61.34815627,12005.84498,31.73882408,1.873744096,0.224431744,3.324721418,0.031316057,24.9,"37,827","37,728"
FL,Flagler,,Florida,12035,307,-81.19957733,29.64483833,136,0.361299898,0.712834935,0.0488243,11.7,12306.996,16.73751456,15.65157341,32.38908797,76.13693362,11508.50986,10.94089617,8.622094967,2.110851028,0.233029594,0.049113861,23.3,"105,188","108,310"
FL,Franklin,,Alabama,1059,30,-88.14955139,34.5837326,239.2,0.569602228,0.506313091,0.094933705,21.1,6655.362,15.9196259,2.881910481,18.80153639,79.63979309,1204.812074,3.819707292,14.85616957,0.160862983,0.381655312,0.006308352,16.7,"31,542","31,628"
FL,Gadsden,,Florida,12039,309,-84.86650848,30.71626663,138.7,0.410535641,0.302499946,0,24.5,11277.84,15.64236408,35.62069163,51.26305571,33.05740585,25681.82526,55.79124361,9.525965207,0.476406045,0.200478562,0.015089784,17.5,"46,032","46,006"
FL,Gilchrist,,Florida,12041,310,-82.66062164,29.81672287,160,0.353003471,0.235335647,0,19.2,3298.752,5.2780032,1.434606907,6.712610107,87.856426,896.629317,5.218726017,4.988488104,0.348308637,0.371922782,0.005903536,12.3,"17,181","17,212"
FL,Glades,,Florida,12043,311,-80.95320892,27.20403481,141.8,0.146681335,0.220022002,0,22.1,3007.147,4.264134446,2.303266734,6.56740118,61.68115492,1624.306582,11.93728656,21.11145607,0.357031978,4.020490531,0.015523129,8.9,"13,607","13,970"
FL,Gulf,,Florida,12045,312,-85.17018127,29.742239,209.1,0.439036628,0.689914701,0.062719518,21.9,3476.406,7.269164946,6.145525586,13.41469053,74.89756036,2939.036626,18.51478283,4.274096955,0.25846309,0.371934691,0.018911933,16.7,"15,874","15,990"
FL,Hamilton,,Florida,12047,313,-83.12471008,30.61886406,310.3,0.498291572,0.213553531,0,31.8,4548.354,14.11354246,15.10896472,29.22250718,54.89560105,4869.14751,34.04284073,8.824920603,0.493276573,0.473004933,0,10.2,"14,303","14,361"
FL,Hardee,,Florida,12049,314,-82.05901337,27.33581734,138,0.327642069,0.291237395,0.072809349,25.9,7058.268,9.74040984,2.545518212,12.28592805,48.01485702,1844.578414,6.76859832,42.89423389,1.060185352,0.328152609,0.028848581,9.6,"27,252","27,360"
FL,Hendry,,Florida,12051,315,-80.87872314,26.33313942,185.1,0.57135437,0.415530451,0.077911959,25.8,10033.62,18.57223062,9.300718374,27.87294899,34.87480838,5024.699284,12.92028615,49.16453756,0.70260603,1.48185999,0.028104241,9.1,"38,890","39,290"
FL,Hernando,,Florida,12053,316,-82.27101135,28.66507721,168.6,0.466293253,0.60845583,0.062551534,14.3,25500.618,42.99404195,14.2082302,57.20227215,82.09783653,8427.182802,4.725717395,10.29992244,1.050480964,0.27954948,0.035884198,16.4,"178,326","182,835"
FL,Highlands,,Florida,12055,317,-81.13082123,27.64521217,139.1,0.407182703,0.570055784,0.0610774,22.9,22773.363,31.67774793,12.25269065,43.93043858,70.66183467,8808.548276,8.857530419,17.36784565,1.419229445,0.379608447,0.0374547,16.5,"99,447","100,917"
FL,Hillsborough,,Florida,12057,318,-82.65489197,28.166605,160.3,0.635874247,0.66474309,0.096482711,15.8,212838.166,341.1795801,335.983815,677.1633951,53.73828735,209596.8902,15.55938452,24.94537213,3.362115673,0.239825711,0.05719046,31.4,"1,347,077","1,376,238"
FL,Holmes,,Florida,12059,319,-85.8691864,30.72199631,199,0.203562341,0.508905852,0,25.9,5006.211,9.96235989,2.200520369,12.16288026,88.93461133,1105.78913,5.720881216,2.228132684,0.416520299,0.71761931,0.135494555,12.3,"19,329","19,487"
FL,Jackson,,Alabama,1071,36,-86.31036377,34.99053192,281.9,0.550650337,0.474698566,0,18.4,9622.832,27.12676341,4.905313052,32.03207646,90.06143499,1740.089766,3.327258722,2.515640558,0.309993049,1.27754711,0.054483627,13.7,"52,298","52,138"
FL,Jefferson,,Alabama,1073,37,-86.56819153,33.77586365,194.8,0.971559929,0.569013292,0.105933326,18,118801.26,231.4248545,537.9514498,769.3763043,51.66751207,276155.7751,41.84134033,3.870814894,1.37972196,0.217323294,0.023387692,19,"660,007","659,521"
FL,Lafayette,,Arkansas,5073,118,-93.48952484,33.01955795,212.5,0.421881592,0.140627197,0,22.7,1584.687,3.367459875,5.505013881,8.872473756,59.94767822,2590.594768,37.10922171,1.71353826,0.340091563,0.143884892,0,13.6,"6,981","6,847"
FL,Lake,,California,6033,173,-122.4009781,38.93247986,170.2,0.514146828,0.65436869,0.0623208,20.5,13211.43,22.48585386,2.011735732,24.49758959,74.13283848,1181.983391,1.834067888,17.14683368,1.074769968,2.366040362,0.150003866,21.7,"64,446","64,116"
FL,Lee,,Alabama,1081,41,-84.98683167,32.49816513,170.4,0.82979482,0.706622152,0.0518622,21,32921.07,56.09750328,60.33003402,116.4275373,69.80541473,35404.94954,22.58444031,3.259249752,2.577595243,0.283072009,0.04705983,26.7,"156,767","158,991"
FL,Leon,,Florida,12073,326,-84.0872879,30.67615891,151.5,0.894403989,0.764116794,0.112680817,21.8,62388.766,94.51898049,129.6626349,224.1816154,59.3432721,85585.89763,29.90558538,5.575943692,2.885798604,0.247198597,0.043922218,45.2,"286,187","287,822"
FL,Levy,,Florida,12075,327,-82.93563843,29.59326935,186.3,0.429152046,0.63110595,0.0252442,22.1,8771.048,16.34046242,6.806546959,23.14700938,80.77743193,3653.541041,9.205656724,7.467954217,0.558809833,0.316168721,0.034312884,11.2,"39,688","39,961"
FL,Madison,,Alabama,1089,45,-86.78018951,34.54935455,194.3,0.942052361,0.645163132,0.139880502,13.3,46989.166,91.29994954,163.0343684,254.3343179,66.14030005,83908.57867,23.74981706,4.600804633,2.439286642,0.697408389,0.095874986,12.3,"353,302","356,967"
FL,Manatee,,Florida,12081,330,-82.2137146,27.19830704,129.9,0.511732898,0.767599347,0.082445856,14.8,53740.28,69.80862372,39.78186879,109.5904925,73.39708146,30624.99522,8.434082018,14.85442938,1.611669191,0.188332667,0.05203929,27.9,"363,110","375,888"
FL,Marion,,Alabama,1093,47,-87.94902039,33.91910172,281.8,0.561593604,0.660698358,0.066069836,19.8,5968.71,16.81982478,3.251542194,20.07136697,92.63387055,1153.847478,3.827657915,2.053548219,0.172212113,0.305432805,0.022744996,18.4,"30,145","29,998"
FL,Martin,,Florida,12085,332,-80.21408844,27.25560188,132.3,0.671482216,1.153906331,0.110827162,11.2,17450.048,23.0864135,10.55592811,33.64234161,80.32641233,7978.78164,5.12103774,12.22064271,1.031998797,0.169493842,0.035539031,31.5,"155,804","158,701"
FL,Monroe,,Alabama,1099,50,-87.49065399,31.83353424,211.8,0.410078826,0.45564314,0.0455643,28.6,6205.342,13.14291436,19.08651079,32.22942515,54.71215537,9011.57261,41.53372637,0.953702098,0.290445639,1.109762441,0.017340038,31.1,"21,697","21,530"
FL,Nassau,,Florida,12089,334,-81.5548172,30.71626663,156.7,0.639528054,0.861405134,0.078309558,10.8,8474.76,13.27994892,7.683268772,20.96321769,87.85497995,4903.170882,6.248465505,3.246310391,0.844313501,0.338270999,0.062743814,24.5,"78,470","80,622"
FL,Okaloosa,,Florida,12091,335,-86.79737091,31.00847435,155.6,0.758223416,1.027927048,0.096686207,11.3,22450.953,34.93368287,27.92419252,62.85787538,77.14769221,17946.13915,9.032639834,6.800057515,2.869672938,0.494961896,0.182499917,29.4,"198,681","201,170"
FL,Okeechobee,,Florida,12093,337,-81.13082123,27.64521217,199.7,0.434238422,0.664129352,0.0255434,23.2,9142.888,18.25834734,6.13329314,24.39164048,65.65156516,3071.25345,7.793279328,23.90489049,0.862586259,0.717571757,0.062506251,10.7,"39,409","40,314"
FL,Orange,,California,6059,186,-117.6740799,33.88472366,133.8,0.886977172,0.858047092,0.113177016,12.7,400884.771,536.3838236,61.73403435,598.1178579,44.13277781,46139.03912,1.461681359,33.65099434,17.68890238,0.206495712,0.277619798,31.9,"3,156,573","3,172,532"
FL,Osceola,,Florida,12097,339,-80.86726379,27.63948441,180.7,0.596368278,0.693076648,0.0515778,18.5,59760.18,107.9866453,53.23216866,161.2188139,40.30444573,29458.86478,9.11960102,45.46066956,2.649943242,0.221821092,0.085229916,18.7,"323,028","336,015"
FL,Pasco,,Florida,12101,341,-82.10485077,28.17233467,151.2,0.391485399,0.552200457,0.080357529,14.6,72604.632,109.7782036,30.75923372,140.5374373,80.10359439,20343.40855,4.090837686,11.73581925,2.067799017,0.265979767,0.047988259,22.5,"497,292","512,368"
FL,Pinellas,,Florida,12103,342,-82.65489197,28.01190758,144.2,0.653449853,0.925276464,0.111928604,13.6,128981.176,185.9908558,137.1575688,323.1484246,76.89620334,95116.20581,10.02921852,7.991014051,2.918469639,0.225412474,0.078992561,29.5,"948,391","960,730"
FL,Polk,,Arkansas,5113,138,-93.93070221,34.66967392,262.6,0.395550062,0.939431397,0.0494438,24.4,4934.9,12.9590474,0.138804854,13.09785225,89.77349724,52.85790341,0.261349337,5.759365018,0.425902623,1.684251283,0.024199013,19.5,"20,225","20,173"
FL,Putnam,,Florida,12107,344,-81.6636734,29.32971001,168.3,0.388118043,0.388118043,0.083168152,27.3,19631.43,33.03969669,19.27239638,52.31209307,72.59023183,11451.21591,15.92437201,9.017804314,0.597063095,0.364423646,0.048410521,12.7,"71,910","72,277"
FL,Sarasota,,Florida,12115,348,-82.2137146,27.19830704,101.8,0.463520438,1.14620543,0.128475773,9.7,39275.591,39.98255164,18.50606724,58.48861888,84.85431469,18178.84798,4.489679745,7.914918513,1.2697392,0.175781662,0.026881154,33.1,"404,903","412,569"
FL,Seminole,,Florida,12117,349,-80.9818573,28.60205269,142.3,0.693760226,0.752515163,0.097171628,11.5,51603.03,73.43111169,66.75971691,140.1908286,66.34493918,46914.76944,10.45519708,17.14074158,3.655155446,0.235381507,0.04589348,35.8,"448,722","455,479"
FL,Sumter,,Alabama,1119,60,-87.84015656,32.53827286,199.7,0.53167249,0.455719277,0.075953213,33.2,4397.008,8.780824976,19.76077453,28.5415995,24.00639395,9895.230109,74.71481508,0.624863765,0.239773305,0.079924435,0.007265858,29.8,"13,244","13,040"
FL,Suwannee,,Florida,12121,351,-82.79240417,30.30946732,229.7,0.499750125,0.363454636,0.0454318,23.6,10301.636,23.66285789,11.33187566,34.99473355,77.73579457,4933.337247,11.30177372,8.654424683,0.536689851,0.389882313,0.02647349,12,"43,651","43,794"
FL,Taylor,,Florida,12123,352,-83.313797,29.82245255,146.3,0.442830573,0.398547516,0.088566115,21.2,4763.852,6.969515476,6.742521618,13.71203709,73.03057156,4608.695569,20.50952592,3.442622951,0.660168365,0.757642889,0.022153301,9.8,"22,471","22,175"
FL,Union,,Arkansas,5139,151,-92.06285858,33.00236893,203.3,0.671190991,0.696049917,0.0497179,19.7,7911.126,16.08331916,26.81048921,42.89380837,61.77381782,13187.64841,32.83940537,3.506328202,0.470712553,0.305002522,0.026417541,7.6,"40,158","39,887"
FL,Volusia,,Florida,12127,354,-81.63503265,29.25522423,183.3,0.530016886,0.876793733,0.116249057,16.3,84464.97,154.82429,95.15457114,249.9788612,75.41190433,51911.93188,10.01793394,11.16412889,1.489709721,0.274164818,0.03356295,22.4,"518,190","529,364"
FL,Wakulla,,Florida,12129,355,-84.71754456,30.30373955,182.2,0.318147111,0.668108934,0.127258844,16.5,5200.14,9.47465508,8.220756488,17.69541157,79.51650637,4511.940992,14.3163504,3.30127372,0.539381336,0.565375617,0.055237848,16.6,"31,516","31,893"
FL,Walton,,Florida,12131,356,-86.04679871,31.00847435,161.3,0.731350561,1.787745815,0.113765643,14.8,9391.932,15.14918632,5.852241483,21.0014278,85.12799084,3628.172029,5.717348255,5.306760169,0.892029868,0.841160547,0.067220173,26.3,"63,459","65,889"
FL,Washington,,Alabama,1129,65,-88.45322418,31.43246651,234.8,0.178210764,0.356421528,0,22.4,3785.824,8.889114752,9.841321272,18.73043602,65.15556567,4191.363404,24.79949946,0.858881747,0.102383255,7.929014277,0.051191627,11,"16,901","16,756"
GA,Appling,,Georgia,13001,358,-82.44862366,31.94812775,260,0.701186624,0.485436893,0.0539374,22.5,4148.325,10.785645,8.832289536,19.61793454,70.48694889,3397.034437,18.42509322,9.34415442,0.685457337,0.219346348,0.060320246,11.9,"18,437","18,428"
GA,Bacon,,Georgia,13005,360,-82.64343262,31.6616497,288.9,0.620512366,0.354578495,0,23.9,2696.159,7.789203351,4.981435838,12.77063919,75.98233598,1724.276856,15.28478731,7.128695025,0.306416727,0.072098053,0.090122567,13.2,"11,281","11,372"
GA,Baker,,Florida,12003,291,-82.04182434,30.26362991,241,0.590558447,0.479828738,0.110729709,16.8,4607.232,11.10342912,8.899181553,20.00261067,82.43776507,3692.606453,13.46487184,1.917757699,0.475751429,0.265535681,0.018439978,11,"27,424","27,937"
GA,Baldwin,,Alabama,1003,2,-87.93756866,31.14598656,195.7,0.659633903,1.104387065,0.124930663,12.9,26276.01,51.42215157,37.10536573,88.5275173,83.50478699,18960.32996,9.308424547,4.384824294,0.735193263,0.628754835,0.043343483,18.4,"203,690","208,563"
GA,Banks,,Georgia,13011,363,-83.6231842,34.2857933,157.8,0.765236403,0.929215633,0.0546597,15.8,2917.944,4.604515632,0.659053094,5.263568726,89.83963033,417.6508834,2.261484099,5.659146507,0.896982876,0.195705355,0,11,"18,468","18,397"
GA,Barrow,,Georgia,13013,364,-83.80080414,33.92483139,169.6,0.546149645,0.395958493,0.054615,15.6,11716.692,19.87150963,14.26653388,34.13804351,74.58301498,8411.871392,11.19985007,8.70298557,3.400752519,0.187408999,0.040365015,16.8,"75,107","77,126"
GA,Bartow,,Georgia,13015,365,-85.13007355,34.07952881,222.7,0.570103012,0.638908548,0.068805536,13.6,13944.488,31.05437478,22.8530217,53.90739647,79.67790569,10261.7969,10.00828699,7.677945625,0.703894885,0.287548549,0.053915353,18.5,"102,533","103,807"
GA,Berrien,,Georgia,13019,367,-83.04450226,31.16317558,187.3,0.481283422,0.427807487,0.0534759,25.5,4836.33,9.05844609,3.75752197,12.81596806,83.22098932,2006.151612,10.57762107,4.588820906,0.425178886,0.228144768,0.015555325,12.3,"18,966","18,993"
GA,Bibb,,Alabama,1007,4,-87.02082825,32.83620834,263.4,0.222162979,0.222162979,0.0444326,22.2,5008.542,13.19249963,13.02878404,26.22128366,75.02072878,4946.387257,21.9245036,1.771765219,0.096006982,0.279293039,0.030547676,24.6,"22,561","22,643"
GA,Bleckley,,Georgia,13023,369,-83.52005768,32.46379089,242.6,0.390777648,0.312622118,0,19.3,2466.926,5.984762476,8.386684784,14.37144726,68.89688433,3457.001148,27.0458547,2.30421802,0.834417821,0.053586466,0.022965628,17.7,"12,782","12,970"
GA,Brantley,,Georgia,13025,370,-81.91577911,31.01993561,221.8,0.325785959,0.162892979,0.0542977,21.6,3984.984,8.838694512,1.180188873,10.01888339,93.41154744,532.0959753,2.884145348,1.863016675,0.200966813,0.304165988,0.010863071,9.5,"18,449","18,355"
GA,Brooks,,Georgia,13027,371,-83.58881378,31.06577301,201.9,0.454014788,0.324296277,0,25.4,3985.768,8.047265592,11.10815938,19.15542498,58.02499538,5501.812474,35.06125716,5.251492951,0.313981407,0.295511913,0.030782491,12.4,"15,692","15,687"
GA,Bryan,,Georgia,13029,372,-81.17665863,31.75332069,210.2,0.796319236,0.766825931,0.0589866,13.1,4591.812,9.651988824,10.25997651,19.91196533,77.55102041,4881.054476,13.92518109,4.419012338,1.564515596,0.267919161,0.072768167,33.3,"35,052","36,230"
GA,Bulloch,,Georgia,13031,373,-82.02463531,32.60702896,204.4,0.776839097,0.707478464,0.0554885,29.9,21890.687,44.74456423,41.0301096,85.77467383,65.86866428,20073.43914,27.41786177,3.473517809,1.442670578,0.202230229,0.08260108,28.2,"73,213","74,722"
GA,Burke,,Georgia,13033,374,-82.32830811,32.84194183,197.4,0.352283236,0.39631864,0,25.1,5708.242,11.26806971,22.08245274,33.35052245,46.50883513,11186.65286,49.18939784,2.646251501,0.291645222,0.201578315,0.085778007,10.4,"22,742","22,688"
GA,Butts,,Georgia,13035,375,-83.93258667,33.44927597,167.6,0.513522766,0.470729202,0.0427936,19,4474.12,7.49862512,10.72960165,18.22822677,68.48446417,6401.910293,27.1866413,2.523779328,0.422743606,0.219826675,0.012682308,10.2,"23,548","23,817"
GA,Calhoun,,Alabama,1015,8,-85.74313354,33.96493912,321.5,0.888574485,0.66427413,0.0603886,20,23057,74.128255,75.57428488,149.7025399,73.61350066,23506.77601,20.3901427,3.283237189,0.699996627,0.404817326,0.079276726,10.3,"115,285","114,611"
GA,Camden,,Georgia,13039,377,-81.46887207,31.03139305,240.1,0.672727622,0.845714725,0.076883157,13.6,7145.848,17.15718105,24.02835713,41.18553817,71.22324946,10007.64562,19.04658207,5.127392948,1.397660008,0.455328331,0.138578188,22.6,"52,543","53,008"
GA,Candler,,Georgia,13043,378,-82.259552,32.30908966,313.2,1.102130786,0.551065393,0,28.1,3072.735,9.62380602,8.311423258,17.93522928,63.18421531,2653.71113,24.26804874,11.15657392,0.51827605,0.072740498,0.009092562,14.2,"10,935","10,910"
GA,Carroll,,Arkansas,5015,89,-93.87340546,36.49741364,253.1,0.540657439,1.838235294,0.0360438,16.6,4605.504,11.65653062,0.189327579,11.8458582,84.02681629,74.80346852,0.269620345,12.71223493,0.582962909,0.816148073,0.058296291,18.2,"27,744","27,646"
GA,Catoosa,,Georgia,13047,380,-85.2733078,34.97907257,212.5,0.700995108,0.441931699,0.0457171,13.1,8632.507,18.34407738,2.969600662,21.31367804,92.50414438,1397.459135,2.120671859,2.297394514,1.191704983,0.298708204,0.046917519,19.7,"65,897","66,398"
GA,Charlton,,Georgia,13049,381,-82.17933655,31.00847435,192,0.465224471,0.310149647,0.077537412,32.5,4227.925,8.117616,7.06571153,15.18332753,66.68309917,3680.058089,28.28855476,2.547038041,0.624435133,0.312217566,0.024648755,9,"13,009","12,497"
GA,Chatham,,Georgia,13051,382,-80.8901825,32.03979874,182.7,1.019835626,1.150402817,0.088221075,17.8,51018.716,93.21119413,207.9282979,301.139492,50.35001961,113808.5922,39.70685857,5.420023536,2.349431218,0.221402492,0.084487493,32.9,"286,622","289,082"
GA,Chattooga,,Georgia,13055,384,-85.46811676,34.2628746,269.6,0.400978387,0.360880549,0,20.4,5075.928,13.68470189,7.441794452,21.12649634,82.98673842,2760.309515,11.09359985,4.009225447,0.415145109,0.184508937,0.007687872,8.9,"24,882","24,824"
GA,Cherokee,,Alabama,1019,10,-85.46811676,34.2628746,232.1,0.576103238,0.422475708,0.0384069,19.4,4990.844,11.58374892,2.77079978,14.3545487,92.07356959,1193.795683,4.640424795,1.231290161,0.188541306,0.469429374,0.003847782,35.5,"25,726","25,725"
GA,Clarke,,Alabama,1025,13,-88.06360626,31.99969292,270.5,1.042293045,0.60132291,0.120264582,22.2,5489.172,14.84821026,29.20487758,44.05308784,53.97359966,10796.62757,43.66507955,1.049045794,0.286455309,0.371617698,0.015484071,40.8,"24,726","24,392"
GA,Clay,,Alabama,1027,14,-86.01242065,33.09404373,276.9,0.295159386,0.442739079,0,18.4,2483.08,6.87564852,5.493034557,12.36868308,80.2899799,1983.761126,14.69997129,2.863910422,0.165087568,0.39477462,0,7.4,"13,495","13,492"
GA,Clayton,,Georgia,13063,388,-84.36230469,33.36333466,199,0.70643114,0.321444857,0.0112132,23.3,63741.111,126.8448109,354.6865584,481.5313693,14.11203281,178234.4515,65.15202911,13.66373196,4.949040952,0.216633773,0.039703343,19,"273,567","279,462"
GA,Clinch,,Georgia,13065,389,-82.97001648,31.16317558,436.3,0.731957254,0.292782901,0,28.2,1941.57,8.47106991,8.289738509,16.76080842,66.7255075,1900.008826,27.59635187,3.471609297,0.191232716,0.558987938,0.058840836,14.4,"6,885","6,829"
GA,Cobb,,Georgia,13067,390,-84.75191498,34.07952881,139.2,0.824918842,0.752413537,0.113546043,11.4,84376.416,117.4519711,251.630949,369.0829201,56.30727912,180769.3599,24.42353919,12.25587797,4.422754397,0.193582704,0.03880374,45,"740,144","748,150"
GA,Coffee,,Alabama,1031,16,-86.15566254,31.6158123,253.1,0.667858335,0.550000982,0.078571569,16.2,8272.206,20.93695339,21.364988,42.30194138,72.34323697,8441.322796,16.53119244,6.366621286,1.259309682,1.205253464,0.10210619,13.1,"51,063","51,226"
GA,Colquitt,,Georgia,13071,392,-83.76069641,31.02566338,184.4,0.563966856,0.433820659,0.021691,24.1,11026.955,20.33370502,18.80934168,39.1430467,58.81357422,10200.29375,22.29328762,17.06228845,0.635192756,0.219789881,0.026374786,12.9,"45,755","45,708"
GA,Columbia,,Arkansas,5027,95,-92.99105072,33.01955795,208.1,0.919232858,0.334266494,0.083566623,23.8,5745.32,11.95601092,18.42699055,30.38300147,59.24160964,8854.872922,36.68132942,2.170902574,0.696480938,0.252525253,0.012218964,35.1,"24,140","23,901"
GA,Cook,,Georgia,13075,394,-83.28514862,31.02566338,257.2,0.755199256,0.290461252,0.0580923,24.1,4117.485,10.59017142,11.9583565,22.54852792,64.90239368,4649.438764,27.21357193,5.949337671,0.656518708,0.220776203,0.0116198,13.8,"17,085","17,167"
GA,Coweta,,Georgia,13077,395,-84.87223816,33.20863342,164.2,0.486829779,0.486829779,0.0516335,10.9,15072.302,24.74871988,38.77745342,63.5261733,72.73498433,23615.98868,17.0786305,6.67075096,1.488410817,0.223065262,0.042413817,28.1,"138,278","140,526"
GA,Crawford,,Arkansas,5033,98,-94.48074341,35.65516663,190.6,0.453830818,0.486247305,0.081041218,14.4,8912.736,16.98767482,1.325419626,18.31309444,86.79860528,695.3932978,1.123522955,6.069606767,1.410860722,2.148576225,0.030670885,13.1,"61,894","62,267"
