"","County","FIPS","State_name","State","lat","long","group","FFRPTH14","FSRPTH14","n"
"113","Baker",13007,"Florida","GA",30.2636299133301,-82.0418243408203,291,0,0,2
"114","Baker",41001,"Florida","OR",30.2636299133301,-82.0418243408203,291,0.560433402,1.369948316,2
"115","Baldwin",1003,"Alabama","AL",31.1459865570068,-87.9375686645508,2,0.659633903,1.104387065,2
"116","Baldwin",13009,"Alabama","GA",31.1459865570068,-87.9375686645508,2,0.871288854,0.653466641,2
"117","Ballard",21007,"Kentucky","KY",36.9615058898926,-88.8141860961914,962,0.485436893,0.849514563,2
"118","Baltimore",24005,"Maryland","MD",39.3507423400879,-76.8852081298828,1162,0.89367234,0.505487197,2
"119","Baltimore",24510,"Maryland","MD",39.3507423400879,-76.8852081298828,1162,1.075798861,0.582858189,2
"120","Bamberg",45009,"South carolina","SC",33.12841796875,-81.199577331543,2289,0.724542221,0.263469899,2
"121","Bandera",48019,"Texas","TX",29.6161880493164,-99.4081802368164,2501,0.335056481,0.62224775,2
"122","Banks",13011,"Georgia","GA",34.2857933044434,-83.6231842041016,363,0.765236403,0.929215633,2
"123","Banner",31007,"Nebraska","NE",41.7113265991211,-103.355857849121,1625,0,0,2
"124","Bannock",16005,"Idaho","ID",42.2842826843262,-112.110649108887,519,0.755876036,0.659891778,2
"125","Baraga",26013,"Michigan","MI",46.9080543518066,-88.0464248657227,1204,0.808874509,0.693321008,2
"126","Barber",20007,"Kansas","KS",37.4599800109863,-99.0185623168945,857,0.816826629,1.021033286,2
"127","Barbour",1005,"Alabama","AL",31.6158123016357,-85.4280090332031,3,0.818239298,0.55789043,2
"128","Barbour",54001,"Alabama","WV",31.6158123016357,-85.4280090332031,3,0.417511631,0.477156149,2
"129","Barnes",38003,"North dakota","ND",46.6273040771484,-98.02734375,1960,0.71787509,1.256281407,2
"130","Barnstable",25001,"Massachusetts","MA",41.7399749755859,-70.6743469238281,1184,1.005053184,1.986841248,2
"131","Barnwell",45011,"South carolina","SC",33.2029037475586,-81.7610778808594,2290,0.637551801,0.455394144,2
"132","Barren",21009,"Kentucky","KY",37.1735038757324,-86.0582580566406,963,0.857513674,0.834337629,2
"133","Barron",55005,"Wisconsin","WI",45.6475486755371,-91.5357360839844,2990,0.63799362,0.96799032,2
"134","Barrow",13013,"Georgia","GA",33.9248313903809,-83.8008041381836,364,0.546149645,0.395958493,2
"135","Barry",26015,"Michigan","MI",42.7713012695312,-85.5540542602539,1205,0.320507414,0.590408394,2
"136","Barry",29009,"Michigan","MO",42.7713012695312,-85.5540542602539,1205,0.420615782,0.644944198,2
"137","Bartholomew",18005,"Indiana","IN",39.3450126647949,-85.9494018554688,665,0.885099169,0.698106386,2
"138","Barton",20009,"Kansas","KS",38.6918411254883,-99.035758972168,858,0.69381048,0.839875844,2
"139","Barton",29011,"Kansas","MO",38.6918411254883,-99.035758972168,858,0.497636228,0.663514971,2
"140","Bartow",13015,"Georgia","GA",34.0795288085938,-85.1300735473633,365,0.570103012,0.638908548,2
"141","Bastrop",48021,"Texas","TX",30.0688247680664,-97.6434707641602,2502,0.461130538,0.537985628,2
"142","Bates",29013,"Missouri","MO",38.3939018249512,-94.6125183105469,1456,0.542691751,0.663289918,2
"143","Bath",21011,"Kentucky","KY",38.3022308349609,-83.82373046875,964,0.409634606,0.327707685,2
"144","Bath",51017,"Kentucky","VA",38.3022308349609,-83.82373046875,964,0.219154065,0.876616261,2
"145","Baxter",5005,"Arkansas","AR",36.2567672729492,-92.1602630615234,84,0.783219522,0.758743912,2
"146","Bay",12005,"Florida","FL",30.217794418335,-85.4050903320312,292,0.75984021,1.06712853,2
"147","Bay",26017,"Florida","MI",30.217794418335,-85.4050903320312,292,0.772280771,0.574501549,2
"148","Bayfield",55007,"Wisconsin","WI",46.1574783325195,-91.5529251098633,2991,0.4671338,2.268935602,2
"149","Baylor",48023,"Texas","TX",33.8274269104004,-99.4769287109375,2503,0.83518931,1.113585746,2
"150","Beadle",46005,"South dakota","SD",44.627685546875,-98.7034378051758,2332,0.550388024,0.495349221,2
"151","Beaufort",37013,"North carolina","NC",35.7411079406738,-77.1888732910156,1863,0.69349585,0.735525901,2
"152","Beaufort",45013,"North carolina","SC",35.7411079406738,-77.1888732910156,1863,0.59709301,1.580874827,2
"153","Beauregard",22011,"Louisiana","LA",30.4297866821289,-93.1285552978516,1084,0.497265042,0.303884192,2
"154","Beaver",40007,"Oklahoma","OK",37.0016136169434,-100.622848510742,2103,0.182282173,0.546846518,2
"155","Beaver",42007,"Oklahoma","PA",37.0016136169434,-100.622848510742,2103,0.602153585,0.52540852,2
"156","Beaver",49001,"Oklahoma","UT",37.0016136169434,-100.622848510742,2103,1.702522829,0.928648816,2
"157","Beaverhead",30001,"Montana","MT",45.9053764343262,-113.537322998047,1565,0.74906367,1.712145532,2
"158","Becker",27005,"Minnesota","MN",46.7189788818359,-95.1453704833984,1283,0.481072792,0.781743288,2
"159","Beckham",40009,"Oklahoma","OK",35.5061950683594,-99.3623428344727,2104,0.63315183,0.759782196,2
"160","Bedford",42009,"Pennsylvania","PA",39.7288932800293,-78.3806304931641,2217,0.367752217,0.735504433,2
"161","Bedford",47003,"Pennsylvania","TN",39.7288932800293,-78.3806304931641,2217,0.514723229,0.471829627,2
"162","Bedford",51019,"Pennsylvania","VA",39.7288932800293,-78.3806304931641,2217,0.261154564,0.483135944,2
"163","Bedford",51515,"Pennsylvania","VA",39.7288932800293,-78.3806304931641,2217,0,0,2
"164","Bee",48025,"Texas","TX",28.395788192749,-97.3741760253906,2504,0.486869732,0.456440374,2
"165","Belknap",33001,"New hampshire","NH",43.5677108764648,-71.7228546142578,1732,0.795953901,1.4095017,2
"166","Bell",21013,"Kentucky","KY",36.8984832763672,-83.4742202758789,965,0.863993088,0.395996832,2
"167","Bell",48027,"Kentucky","TX",36.8984832763672,-83.4742202758789,965,0.665370359,0.531688643,2
"168","Belmont",39013,"Ohio","OH",40.1643409729004,-80.7068328857422,2018,0.777414664,0.518276443,2
"169","Beltrami",27007,"Minnesota","MN",48.5352554321289,-95.5865478515625,1284,0.503679047,0.700770848,2
"170","Benewah",16009,"Idaho","ID",47.0111885070801,-116.304710388184,521,0.767712218,0.54836587,2
"171","Bennett",46007,"South dakota","SD",42.9947547912598,-102.078163146973,2333,0.29154519,0,2
"172","Bennington",50003,"Vermont","VT",43.3156089782715,-73.2698440551758,2777,0.823158184,1.317053094,2
"173","Benson",38005,"North dakota","ND",47.8477058410645,-99.293586730957,1961,0,0.731743012,2
"174","Bent",8011,"Colorado","CO",37.6318664550781,-103.413154602051,220,0.177619893,0.355239787,2
"175","Benton",5007,"Arkansas","AR",36.2911491394043,-93.8791351318359,85,0.660281197,0.631393895,2
"176","Benton",18007,"Arkansas","IN",36.2911491394043,-93.8791351318359,85,0.574712644,0.229885057,2
"177","Benton",19011,"Arkansas","IA",36.2911491394043,-93.8791351318359,85,0.23364486,0.46728972,2
"178","Benton",27009,"Arkansas","MN",36.2911491394043,-93.8791351318359,85,0.35437655,0.68344049,2
"179","Benton",28009,"Arkansas","MS",36.2911491394043,-93.8791351318359,85,0,0,2
"180","Benton",29015,"Arkansas","MO",36.2911491394043,-93.8791351318359,85,0.265872594,1.169839413,2
"181","Benton",41003,"Arkansas","OR",36.2911491394043,-93.8791351318359,85,0.683534918,0.892070995,2
"182","Benton",47005,"Arkansas","TN",36.2911491394043,-93.8791351318359,85,0.495509446,0.86714153,2
"183","Benton",53005,"Arkansas","WA",36.2911491394043,-93.8791351318359,85,0.60594361,0.681016269,2
"184","Benzie",26019,"Michigan","MI",44.5188217163086,-85.8176193237305,1207,0.742051487,1.198698556,2
"185","Bergen",34003,"New jersey","NJ",40.8232421875,-74.0032272338867,1743,0.816219852,1.000458454,2
"186","Berkeley",45015,"South carolina","SC",33.3289566040039,-79.6755065917969,2292,0.529754547,0.398577231,2
"187","Berkeley",54003,"South carolina","WV",33.3289566040039,-79.6755065917969,2292,0.597301284,0.443450953,2
"188","Berks",42011,"Pennsylvania","PA",40.4508171081543,-75.5330276489258,2218,0.650243781,0.681668202,2
"189","Berkshire",25003,"Massachusetts","MA",42.049373626709,-73.4990234375,1185,0.916754069,1.67035699,2
"190","Bernalillo",35001,"New mexico","NM",35.2197151184082,-106.24356842041,1763,0.825992412,0.626155538,2
"191","Berrien",13019,"Georgia","GA",31.1631755828857,-83.0445022583008,367,0.481283422,0.427807487,2
"192","Berrien",26021,"Georgia","MI",31.1631755828857,-83.0445022583008,367,0.605541348,0.927637809,2
"193","Bertie",37015,"North carolina","NC",35.8786201477051,-76.7706146240234,1864,0.547100368,0.149209191,2
"194","Bexar",48029,"Texas","TX",29.7078590393066,-98.7836532592773,2506,0.700481608,0.691321464,2
"195","Bibb",1007,"Alabama","AL",32.8362083435059,-87.0208282470703,4,0.222162979,0.222162979,2
"196","Bibb",13021,"Alabama","GA",32.8362083435059,-87.0208282470703,4,1.124070043,0.740716676,2
"197","Bienville",22013,"Louisiana","LA",32.4580612182617,-92.7675933837891,1085,0.648181491,0.432120994,2
"198","Billings",38007,"North dakota","ND",47.3320426940918,-103.659530639648,1962,0,6.659267481,2
"199","Bingham",16011,"Idaho","ID",43.1093444824219,-113.015922546387,522,0.309262409,0.41971327,2
"200","Blackford",18009,"Indiana","IN",40.376335144043,-85.2274703979492,667,0.403193291,0.483831949,2
"201","Bladen",37017,"North carolina","NC",34.8358345031738,-78.8962860107422,1865,0.750209193,0.432812996,2
"202","Blaine",16013,"Idaho","ID",43.2010192871094,-113.720664978027,523,1.070663812,2.653384229,2
"203","Blaine",30005,"Idaho","MT",43.2010192871094,-113.720664978027,523,0.302160447,0.302160447,2
"204","Blaine",31009,"Idaho","NE",43.2010192871094,-113.720664978027,523,0,1.984126984,2
"205","Blaine",40011,"Idaho","OK",43.2010192871094,-113.720664978027,523,0.201673893,1.310880307,2
"206","Blair",42013,"Pennsylvania","PA",40.7373008728027,-78.1170654296875,2219,0.746298281,0.754237625,2
"207","Blanco",48031,"Texas","TX",30.4183292388916,-98.1018371582031,2507,0.832408435,0.924898261,2
"208","Bland",51021,"Virginia","VA",36.9443206787109,-81.3657379150391,2801,0.301886792,0.150943396,2
"209","Bleckley",13023,"Georgia","GA",32.4637908935547,-83.5200576782227,369,0.390777648,0.312622118,2
"210","Bledsoe",47007,"Tennessee","TN",35.7582969665527,-85.2561187744141,2400,0,0.143564712,2
"211","Blount",1009,"Alabama","AL",33.8618049621582,-86.9578018188477,5,0.363831667,0.259879762,2
"212","Blount",47009,"Alabama","TN",33.8618049621582,-86.9578018188477,5,0.506573584,0.569895282,2
"213","Boise",16015,"Idaho","ID",43.9515914916992,-114.98690032959,524,0.146541618,1.905041032,2
"214","Bolivar",28011,"Mississippi","MS",33.5294914245605,-90.7679748535156,1373,0.533049041,0.681118218,2
"215","Bollinger",29017,"Missouri","MO",37.5860328674316,-89.8512420654297,1458,0.161368404,0.484105212,2
"216","Bond",17005,"Illinois","IL",38.7319450378418,-89.2782821655273,563,0.405350628,0.752794024,2
"217","Bonner",16017,"Idaho","ID",48.4894180297852,-116.041145324707,525,0.577131177,0.985932428,2
"218","Bonneville",16019,"Idaho","ID",43.6250038146973,-112.534637451172,526,0.672049198,0.727286118,2
"219","Boone",5009,"Arkansas","AR",36.4974136352539,-93.3004455566406,86,0.618346059,0.672115281,2
"220","Boone",17007,"Arkansas","IL",36.4974136352539,-93.3004455566406,86,0.48265236,0.334143942,2
"221","Boone",18011,"Arkansas","IN",36.4974136352539,-93.3004455566406,86,0.61374465,0.74295405,2
"222","Boone",19015,"Arkansas","IA",36.4974136352539,-93.3004455566406,86,0.302651988,0.605303976,2
"223","Boone",21015,"Arkansas","KY",36.4974136352539,-93.3004455566406,86,0.949269458,0.806879039,2
"224","Boone",29019,"Arkansas","MO",36.4974136352539,-93.3004455566406,86,0.804784706,0.903211612,2
"225","Boone",31011,"Arkansas","NE",36.4974136352539,-93.3004455566406,86,0.186811134,0.560433402,2
"226","Boone",54005,"Arkansas","WV",36.4974136352539,-93.3004455566406,86,0.295184279,0.295184279,2
"227","Borden",48033,"Texas","TX",32.9565353393555,-101.700004577637,2508,0,0,2
"228","Bosque",48035,"Texas","TX",32.1830368041992,-97.4773101806641,2509,0.562429696,0.337457818,2
"229","Bossier",22015,"Louisiana","LA",33.0252876281738,-93.8332977294922,1086,0.871553764,0.639672488,2
"230","Botetourt",51023,"Virginia","VA",37.6375961303711,-80.025016784668,2802,0.574018127,0.664652568,2
"231","Bottineau",38009,"North dakota","ND",48.5467147827148,-100.135833740234,1963,0.751879699,1.203007519,2
"232","Boulder",8013,"Colorado","CO",40.2560157775879,-105.641952514648,221,0.823405131,1.101065001,2
"233","Boundary",16021,"Idaho","ID",48.9936180114746,-116.041145324707,527,0.54649786,1.001912743,2
"234","Bourbon",20011,"Kansas","KS",37.7350006103516,-95.0995407104492,859,0.609260764,0.744652044,2
"235","Bourbon",21017,"Kansas","KY",37.7350006103516,-95.0995407104492,859,0.650911276,0.600841178,2
"236","Bowie",48037,"Texas","TX",33.7472152709961,-94.7500305175781,2510,0.997051729,0.589654248,2
"237","Bowman",38011,"North dakota","ND",46.2778015136719,-102.983436584473,1964,1.231906375,1.847859563,2
"238","Boyd",21019,"Kentucky","KY",38.4397392272949,-82.5746765136719,968,1.249180865,0.59387287,2
"239","Boyd",31015,"Kentucky","NE",38.4397392272949,-82.5746765136719,968,0,0.491883915,2
"240","Boyle",21021,"Kentucky","KY",37.7120819091797,-84.7347259521484,969,0.774254359,0.67326466,2
"241","Bracken",21023,"Kentucky","KY",38.5829772949219,-84.1961441040039,970,0.475850583,0.713775874,2
"242","Bradford",12007,"Florida","FL",29.9141254425049,-82.4257049560547,293,0.599206052,0.411954161,2
"243","Bradford",42015,"Florida","PA",29.9141254425049,-82.4257049560547,293,0.485562605,0.760714748,2
"244","Bradley",5011,"Arkansas","AR",33.3862533569336,-91.97119140625,87,0.538213132,0.538213132,2
"245","Bradley",47011,"Arkansas","TN",33.3862533569336,-91.97119140625,87,0.718621025,0.534110221,2
"246","Branch",26023,"Michigan","MI",41.7800827026367,-85.2962265014648,1209,0.52818923,0.665977724,2
"247","Brantley",13025,"Georgia","GA",31.0199356079102,-81.9157791137695,370,0.325785959,0.162892979,2
"248","Braxton",54007,"West virginia","WV",38.6689224243164,-81.0219650268555,2936,0.553135587,0.829703381,2
"249","Brazoria",48039,"Texas","TX",29.5932693481445,-95.4318466186523,2511,0.576711502,0.547136553,2
"250","Brazos",48041,"Texas","TX",30.9683685302734,-96.2454528808594,2512,0.827149633,0.602432681,2
"251","Breathitt",21025,"Kentucky","KY",37.6777038574219,-83.2450408935547,971,0.372883884,0.298307107,2
"252","Breckinridge",21027,"Kentucky","KY",37.8266754150391,-86.1556625366211,972,0.15084473,0.452534191,2
"253","Bremer",19017,"Iowa","IA",42.9088096618652,-92.0800476074219,763,0.525868695,1.011285951,2
"254","Brevard",12009,"Florida","FL",28.5963230133057,-80.9474716186523,294,0.615926089,0.861937384,2
"255","Brewster",48043,"Texas","TX",29.2609539031982,-103.797035217285,2513,0.763109125,1.199171482,2
"256","Briscoe",48045,"Texas","TX",34.7498931884766,-101.086944580078,2514,0,0.651041667,2
"257","Bristol",25005,"Massachusetts","MA",41.7170562744141,-71.1613540649414,1186,0.696506999,0.844469626,2
"258","Bristol",44001,"Massachusetts","RI",41.7170562744141,-71.1613540649414,1186,0.570729719,1.100693029,2
"259","Bristol",51520,"Massachusetts","VA",41.7170562744141,-71.1613540649414,1186,1.804003724,1.745810056,2
"260","Broadwater",30007,"Montana","MT",46.5642776489258,-111.784065246582,1568,0.176460208,0.882301041,2
"261","Bronx",36005,"New york","NY",40.9034576416016,-73.9172821044922,1797,0.649441404,0.400512044,2
"262","Brooke",54009,"West virginia","WV",40.4107131958008,-80.6266174316406,2937,0.679983,0.679983,2
